Did Las Vegas gunman target other music festivals?,http://katu.com/news/nation-world/did-las-vegas-gunman-target-other-music-festivals,"In the days and months before he mowed down concertgoers from his high-rise hotel suite, gunman Stephen Paddock rented rooms overlooking two other music festivals in Las Vegas and Chicago, authorities said."
Nike brings Chinese P.E. teachers to Beaverton Elementary School,http://katu.com/news/local/nike-brings-chinese-pe-teachers-to-beaverton-elementary-school,Nike is hosting some of the most innovative physical education (P.E.) teachers from China this week.
Trump Justice Dept ends transgender workplace protections,http://katu.com/news/nation-world/trump-justice-dept-ends-transgender-workplace-protections,Jeff Sessions is an asshole.
